index,object_id,category,embedding_caption_before_manual_judgement,present_attributes_before_manual_judgement,contact_sheet
518,04379243_132bfde1fabe9ab771a782a4379556c7,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_132bfde1fabe9ab771a782a4379556c7.png
519,04379243_132f7a4ddfe7f230fd6ec91a99a73de9,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_132f7a4ddfe7f230fd6ec91a99a73de9.png
520,04379243_132ffa7d607ffc53d810b14a81e12eca,table,"A table with single main body, boxy volume, and four or more legs.",has_single_main_body; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_132ffa7d607ffc53d810b14a81e12eca.png
521,04379243_133686fa1a2136092c280c3b5abf8255,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_133686fa1a2136092c280c3b5abf8255.png
522,04379243_133d7c9a1f79b01ad0176f9a144100cd,table,"A table with single main body, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_133d7c9a1f79b01ad0176f9a144100cd.png
523,04379243_133f18648797d149e27790b0ec8671f7,table,"A table with single main body, flat horizontal surface, four or more legs, and central support.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_133f18648797d149e27790b0ec8671f7.png
524,04379243_1345a6b69c9e7330427e34fb2aadd7a4,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1345a6b69c9e7330427e34fb2aadd7a4.png
525,04379243_135f9b1fb72e16d0dcf4cc877ea9b3ab,table,"A table with single main body, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_135f9b1fb72e16d0dcf4cc877ea9b3ab.png
526,04379243_136f3b0a4893cadf4f1b88c70d074e4a,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_136f3b0a4893cadf4f1b88c70d074e4a.png
527,04379243_1370db5c4f0b84026aa35752fcfa44c0,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1370db5c4f0b84026aa35752fcfa44c0.png
528,04379243_1377448893b499a5a8e4e5c9426fb9cb,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1377448893b499a5a8e4e5c9426fb9cb.png
529,04379243_13782b95eeefcedacf004563556ddb36,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_13782b95eeefcedacf004563556ddb36.png
530,04379243_138a1ff3aa457b30497839e108373e6e,table,"A table with single main body, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_138a1ff3aa457b30497839e108373e6e.png
531,04379243_138c29cb642dcd6352620f29156438e2,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_138c29cb642dcd6352620f29156438e2.png
532,04379243_139c9b504cd85237c5984c8ccbe1a38f,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_139c9b504cd85237c5984c8ccbe1a38f.png
533,04379243_139e0706288b7ccf1657aaca7aaa9a5c,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_139e0706288b7ccf1657aaca7aaa9a5c.png
534,04379243_13b744116e4f23c340914702d8ab1d37,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_13b744116e4f23c340914702d8ab1d37.png
535,04379243_13c51c08c3695a09eda47978b73f5994,table,"A table with single main body, boxy volume, flat horizontal surface, armrests, and four or more legs. Reconstruction-relevant geometry includes thin supports and slats.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_armrests; has_four_or_more_legs; has_thin_supports; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_13c51c08c3695a09eda47978b73f5994.png
536,04379243_13c680c1fd4d1ab4bdaed8eb424ecfdb,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_13c680c1fd4d1ab4bdaed8eb424ecfdb.png
537,04379243_13c8f06bf87c074f9b75b6346baf0c12,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_13c8f06bf87c074f9b75b6346baf0c12.png
538,04379243_13cdbfd56085fc3af51f77a6d7299806,table,"A table with single main body, flat horizontal surface, armrests, and four or more legs. Reconstruction-relevant geometry includes cross braces or bars and slats.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_armrests; has_four_or_more_legs; has_cross_braces_or_bars; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_13cdbfd56085fc3af51f77a6d7299806.png
539,04379243_13e19274b358ec867aa3000697a75d55,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_13e19274b358ec867aa3000697a75d55.png
540,04379243_13ec1052a32ca23bfd60059ad8523f1a,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_13ec1052a32ca23bfd60059ad8523f1a.png
541,04379243_13f2a907f3ac7dfc9b8e42d3eb7abddb,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_13f2a907f3ac7dfc9b8e42d3eb7abddb.png
542,04379243_13f7210d5d472518febad4f49b26ec52,table,"A table with single main body, flat horizontal surface, armrests, and four or more legs. Reconstruction-relevant geometry includes cross braces or bars and slats.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_armrests; has_four_or_more_legs; has_cross_braces_or_bars; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_13f7210d5d472518febad4f49b26ec52.png
543,04379243_1408914f71c66166febad4f49b26ec52,table,"A table with single main body, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1408914f71c66166febad4f49b26ec52.png
544,04379243_140f12d10c2b7fd5c77467482d6e756,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_140f12d10c2b7fd5c77467482d6e756.png
545,04379243_14130d541c4a419df51f77a6d7299806,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_14130d541c4a419df51f77a6d7299806.png
546,04379243_14146d1e359f998b19b278d00a891f19,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_14146d1e359f998b19b278d00a891f19.png
547,04379243_1417875756d55264ab94214c753c8efe,table,"A table with single main body, boxy volume, flat horizontal surface, four or more legs, and central support.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1417875756d55264ab94214c753c8efe.png
548,04379243_142060f848466cad97ef9a13efb5e3f7,table,"A table with single main body, flat horizontal surface, four or more legs, and central support.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_142060f848466cad97ef9a13efb5e3f7.png
549,04379243_143e612ff081f2fc3dd0bb3e608c7548,table,"A table with single main body, boxy volume, flat horizontal surface, four or more legs, central support, and star base or wheels. Reconstruction-relevant geometry includes thin supports.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_pedestal_or_central_support; has_star_base_or_wheels; has_thin_supports,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_143e612ff081f2fc3dd0bb3e608c7548.png
550,04379243_1455ee780321fd14c3bd24f986301745,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1455ee780321fd14c3bd24f986301745.png
551,04379243_1460b1e3fb02755e67db1ddda25e199f,table,"A table with single main body, flat horizontal surface, four or more legs, and central support.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1460b1e3fb02755e67db1ddda25e199f.png
552,04379243_14624a2cc43aac50e3a031805ace4a99,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_14624a2cc43aac50e3a031805ace4a99.png
553,04379243_1469f244a1968345e2d95336601deece,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1469f244a1968345e2d95336601deece.png
554,04379243_146a019a7269fabc45656b6a28cfe2cf,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_146a019a7269fabc45656b6a28cfe2cf.png
555,04379243_146ecd9d7712eb81e6c5cd45aa112726,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_146ecd9d7712eb81e6c5cd45aa112726.png
556,04379243_146f90f6a4d8c7bd142fb08fcc642f29,table,"A table with single main body, boxy volume, flat horizontal surface, distinct seat, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_146f90f6a4d8c7bd142fb08fcc642f29.png
557,04379243_14786ae920496ca7197c43c7dc584772,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_14786ae920496ca7197c43c7dc584772.png
558,04379243_1480684381add1e7fff16555386d173d,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1480684381add1e7fff16555386d173d.png
