object_id,changed,previous_caption,corrected_caption,previous_attributes,corrected_attributes,reviewer_note
04379243_1455ee780321fd14c3bd24f986301745,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_open_gaps,The support structure is a panel/frame with large openings rather than four distinct legs.
04379243_1460b1e3fb02755e67db1ddda25e199f,True,"A table with single main body, flat horizontal surface, four or more legs, and central support.","A table with single main body, flat horizontal surface, curved shell, pedestal or central support, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_pedestal_or_central_support; has_cylindrical_parts,"The table has a single pedestal and curved round top, not four independent legs."
04379243_14624a2cc43aac50e3a031805ace4a99,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, four or more legs, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_cylindrical_parts,The visible geometry is round with cylindrical legs rather than a boxy form.
04379243_1469f244a1968345e2d95336601deece,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,Original caption and attributes match the visible geometry.
04379243_146a019a7269fabc45656b6a28cfe2cf,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_four_or_more_legs; has_slats,Original caption and attributes match the visible geometry.
04379243_146ecd9d7712eb81e6c5cd45aa112726,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_open_gaps,"This is an L-shaped desk/table with broad vertical support panels and an open knee space, not four independent legs."
04379243_146f90f6a4d8c7bd142fb08fcc642f29,True,"A table with single main body, boxy volume, flat horizontal surface, distinct seat, and four or more legs. Reconstruction-relevant geometry includes slats.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, four or more legs, cross braces or bars, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_four_or_more_legs; has_cross_braces_or_bars; has_open_gaps,The object is a table or cabinet-like table with four turned legs and lower bracing; there is no distinct seat and the side detailing is not clear repeated slats.
04379243_14786ae920496ca7197c43c7dc584772,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports,Original caption and attributes match the visible geometry.
04379243_1480684381add1e7fff16555386d173d,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, boxy volume, and pedestal or central support.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_pedestal_or_central_support,The support is a central pedestal/base rather than four independent legs.
04379243_1482036d8ce3b51ffc0035da39bd5e1,True,"A table with single main body, flat horizontal surface, four or more legs, central support, and star base or wheels.","A table with single main body, flat horizontal surface, pedestal or central support, star base or wheels, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support; has_star_base_or_wheels,has_single_main_body; has_flat_horizontal_surface; has_pedestal_or_central_support; has_star_base_or_wheels; has_cylindrical_parts,This is a round table with a central post and wheeled star base; star-base supports should not be counted as four legs.
04379243_14922c38b2cbfce6fa31c88352968918,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_four_or_more_legs,The side drawer lines are not clear structural slats; vertical box/panel structure is visible.
04379243_149b59e69d25ad09c3bd24f986301745,True,"A table with single main body, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, curved shell, thin supports, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_thin_supports; has_cylindrical_parts,The rounded triangular tabletop has thin loop/wire supports; these are not clearly four independent legs.
04379243_14ae5631e7dfa10430bbd4cddd04c77b,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_four_or_more_legs,The desk-like table has visible vertical drawer/panel faces in addition to the boxy top and legs.
04379243_14b250fe1e9d53beb97452240e92ab9f,True,"A table with single main body, flat horizontal surface, four or more legs, and central support.","A table with single main body, flat horizontal surface, curved shell, and pedestal or central support.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_pedestal_or_central_support,"The rounded tabletop is supported by a central pedestal/feet, not four independent legs."
04379243_14b96e25f93105674ee71d2f70ae4021,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_four_or_more_legs,The desk-like table includes broad vertical side panels/cabinet faces.
04379243_14ba2a965791a003b37e6e0c89177ef9,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,Original caption and attributes match the visible geometry.
04379243_14bbf802bf00121267d783b4714d4324,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,Original caption and attributes match the visible geometry.
04379243_14be1ed92182d2da722332c7d77935ea,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,Original caption and attributes match the visible geometry.
